code/fps,code/time_buffer_sampling,code/time_sampling,code/time_transfer,code/time_updating,code/tot_time_buffer_sampling,code/tot_time_sampling,code/tot_time_transfer,code/tot_time_updating,current_task,gradients/actor_grads_epoch_abs_entropy,gradients/actor_grads_epoch_entropy,gradients/actor_grads_normed1_std_mean,gradients/actor_grads_normed1_std_tot,gradients/actor_grads_normed1_var_mean,gradients/actor_grads_normed1_var_tot,gradients/actor_grads_normed2_std_mean,gradients/actor_grads_normed2_std_tot,gradients/actor_grads_normed2_var_mean,gradients/actor_grads_normed2_var_tot,gradients/actor_grads_std_mean,gradients/actor_grads_std_tot,gradients/actor_grads_var_mean,gradients/actor_grads_var_tot,gradients/critic_grads_epoch_abs_entropy,gradients/critic_grads_epoch_entropy,gradients/critic_grads_normed1_std_mean,gradients/critic_grads_normed1_std_tot,gradients/critic_grads_normed1_var_mean,gradients/critic_grads_normed1_var_tot,gradients/critic_grads_normed2_std_mean,gradients/critic_grads_normed2_std_tot,gradients/critic_grads_normed2_var_mean,gradients/critic_grads_normed2_var_tot,gradients/critic_grads_std_mean,gradients/critic_grads_std_tot,gradients/critic_grads_var_mean,gradients/critic_grads_var_tot,total_episodes,total_timesteps,total_updates,train/LogPi,train/Q1Vals,train/Q2Vals,train/actor_act_norm,train/actor_loss,train/actor_module_std,train/actor_reg,train/alpha,train/alpha_loss,train/critic_act_norm,train/critic_loss,train/critic_module_std,train/critic_reg,train/cumul_rew,train/episode_reward,train/eplenmean,train/eplenmeanV2,train/eprewmean,train/eprewmeanV2
37,0.0005353756904602051,0.3073286568676984,0.0005240480661392212,0.02639242935180664,5.353756904602051,16.595747470855713,5.240480661392212,263.9242935180664,0,10.312467575073242,10.145872116088867,0.00018895496032200754,0.0023337348829954863,5.3982421377440915e-06,5.446318482427159e-06,0.0002014668280025944,0.0024311549495905638,5.909519586566603e-06,5.9105141190229915e-06,5.06614196638111e-05,0.0006113450508564711,3.736799385478662e-07,3.737427505257074e-07,10.312397003173828,10.142495155334473,0.00014173013914842159,0.0016540645156055689,8.351639166903624e-07,2.7359294563211733e-06,0.00021411507623270154,0.0019269302720203996,1.9920487375202356e-06,3.713060095833498e-06,0.005068768281489611,0.04561641067266464,0.0011163753224536777,0.002080857055261731,54,10800,10000,-2.7243378,65.31888,65.32414,0.08147459905594587,-65.40212028503419,nan,nan,0.05131296867504716,-19.96898985862732,0.24918859899044038,0.02580356249585748,nan,nan,10302.818636158128,196.69087684038004,200.0,200.0,190.79293770370376,189.90844420000002
35,0.0005834196209907531,0.410537430873284,0.0005250320792198181,0.026352011620998383,11.668392419815063,42.69589281082153,10.500641584396362,527.0402324199677,0,9.949952125549316,9.712545394897461,0.00039907346945255995,0.002333737211301923,5.324005542206578e-06,5.44632894161623e-06,0.0005923663266003132,0.0035239362623542547,1.2352085832390003e-05,1.2418126061675139e-05,0.0003956743166781962,0.0023538321256637573,5.511061317520216e-06,5.540526217373554e-06,9.949902534484863,9.712865829467773,0.0001614526117919013,0.001654315972700715,1.012496795738116e-06,2.73676141659962e-06,0.00022010138491168618,0.001856958493590355,1.8210193957202137e-06,3.4482948194636265e-06,0.0084854606539011,0.07159040868282318,0.0027065742760896683,0.005125186871737242,104,20800,20000,4.305438,77.96657,77.982605,0.145036059319973,-77.94271320343017,nan,nan,0.003909027706831694,1.6933936874207576,0.24440495297312737,0.04934803893789649,nan,nan,19612.575841575537,168.97375364770593,200.0,200.0,188.46708815,186.6236874
34,0.0005995535055796305,0.44908871588768895,0.0005251033306121827,0.026325926423072816,17.986605167388916,69.1596622467041,15.753099918365479,789.7777926921844,0,10.290349960327148,10.155071258544922,0.00043423110037110746,0.0023337299935519695,5.239836355031002e-06,5.446295290312264e-06,0.0005757967592217028,0.003191994037479162,9.957262591342442e-06,1.018882539938204e-05,0.0008514742366969585,0.004720242694020271,2.177431269956287e-05,2.228069024567958e-05,10.290348052978516,10.154330253601074,0.0001229758490808308,0.00165052548982203,8.221643383876653e-07,2.7242342639510753e-06,0.00016994074394460768,0.0018185299122706056,1.4045757552594296e-06,3.3070512017729925e-06,0.03302246704697609,0.3533722460269928,0.053035810589790344,0.12487195432186127,154,30800,30000,3.9324944,84.853165,84.85037,0.12683238934725524,-84.8193056488037,nan,nan,0.004247209229506552,-0.36831626199185846,0.24423198893666268,0.21950281228870153,nan,nan,28932.906821176824,203.65658005686325,200.0,200.0,186.30088185999998,190.1919533
34,0.000610121214389801,0.47024450699488324,0.0005250422775745392,0.026338856661319732,24.40484857559204,95.92987942695618,21.001691102981567,1053.5542664527893,0,10.114439964294434,10.08957290649414,0.0004649163456633687,0.0023337332531809807,5.381913524615811e-06,5.446310751722194e-06,0.0007495189784094691,0.003723056986927986,1.3827831025992054e-05,1.3861154002370313e-05,0.001681988942436874,0.008354879915714264,6.96362039889209e-05,6.980402395129204e-05,10.114445686340332,10.088706970214844,0.00019971118308603764,0.0016544635873287916,1.490783233748516e-06,2.737249815254472e-06,0.00038388691609725356,0.0025210154708474874,5.37906589670456e-06,6.355518962664064e-06,0.036906804889440536,0.2423698604106903,0.04971793666481972,0.058743152767419815,204,40800,40000,4.123961,88.418526,88.411896,0.11532304540276528,-88.39108314514161,nan,nan,0.005576755937654525,0.6435995091218502,0.2439260594546795,0.24149485167115928,nan,nan,37413.56938024685,194.06996971754722,200.0,200.0,178.00993544000002,184.3158061
33,0.0006165591812133789,0.4816269424017959,0.0005242400979995728,0.026318394989967346,30.827959060668945,122.33324337005615,26.212004899978638,1315.9197494983673,0,10.109636306762695,10.172948837280273,0.0004945823457092047,0.0023337474558502436,5.320732270774897e-06,5.446376690088073e-06,0.0007523871026933193,0.003613450564444065,1.2835950656153727e-05,1.305702517129248e-05,0.002386534120887518,0.011461685411632061,0.00012914591934531927,0.00013137022324372083,10.109644889831543,10.172568321228027,0.00016806101484689862,0.0016539847711101174,1.2140322951381677e-06,2.7356654754839838e-06,0.0002349761634832248,0.0018989183008670807,2.1689975255867466e-06,3.6058909245184623e-06,0.030492166057229042,0.24641703069210052,0.03652481362223625,0.06072135642170906,254,50800,50000,4.102905,92.65254,92.66524,0.11042285762727261,-92.62008796691894,nan,nan,0.008072593924589455,0.4963450120761991,0.24171978332102298,0.23608796939253807,nan,nan,46760.783693079924,191.74476251500207,200.0,200.0,178.27876874999995,185.9000663
33,0.0006222358306248982,0.4893328994512558,0.000525007136662801,0.026370614663759867,37.3341498374939,148.75720143318176,31.500428199768066,1582.236879825592,0,10.278868675231934,10.331110000610352,0.00052527931984514,0.0023337460588663816,5.253979452390922e-06,5.446370778372511e-06,0.0011897535296157002,0.004962890408933163,2.4471826691296883e-05,2.463028249621857e-05,0.004163594450801611,0.017367850989103317,0.00029970172909088433,0.0003016422560904175,10.278863906860352,10.330940246582031,0.00015421568241436034,0.0016537763876840472,1.1419249403843423e-06,2.7349763058737153e-06,0.00022967858240008354,0.0018977022264152765,2.1418516098492546e-06,3.6012736472912366e-06,0.054414793848991394,0.44959819316864014,0.1202215701341629,0.20213854312896729,304,60800,60000,3.7847335,94.055534,94.05504,0.09785053826868534,-93.98170146942138,nan,nan,0.005330260768532753,-1.1259863924235105,0.24004002243280412,0.33912835881114006,nan,nan,54314.12048100675,31.73225198427698,200.0,200.0,169.00551100999996,77.15322570000001
33,0.0006283500569207327,0.4994367744963048,0.0005257367168154035,0.026402168750762938,43.984503984451294,176.8006181716919,36.80157017707825,1848.1518125534058,0,10.104463577270508,10.177000045776367,0.0005536495009437203,0.0023337448947131634,5.141586370882578e-06,5.4463657761516515e-06,0.001012885826639831,0.003861598903313279,1.4703780834679492e-05,1.491194598202128e-05,0.005101213697344065,0.019448235630989075,0.0003729538875631988,0.00037823390448465943,10.104449272155762,10.177095413208008,0.00025370981893502176,0.0016555710462853312,2.127444531652145e-06,2.7409153062762925e-06,0.0005256159347482026,0.0030500490684062243,8.930796866479795e-06,9.30279929889366e-06,0.0746929869055748,0.43342915177345276,0.18034859001636505,0.18786081671714783,354,70800,70000,4.012211,92.504776,92.49169,0.09640168827027082,-92.5170562362671,nan,nan,0.00872804386075586,0.0580054834137627,0.2382072401791811,0.38216974630951883,nan,nan,61277.535738715,167.06819553793147,200.0,200.0,145.16752047,181.10488270000002
33,0.0006350525617599488,0.5059397232414472,0.0005268208116292953,0.026439137616753577,50.8042049407959,204.39964818954468,42.14566493034363,2115.1310093402863,0,10.155782699584961,10.087844848632812,0.0005732282879762352,0.002333747921511531,5.3924463827570435e-06,5.446379873319529e-06,0.0010928979609161615,0.004030042793601751,1.618970782146789e-05,1.6241243429249153e-05,0.005038594361394644,0.01857972890138626,0.0003441110020503402,0.0003452063538134098,10.155765533447266,10.088111877441406,0.00021770078456029296,0.0016538086347281933,1.7160093648271868e-06,2.735082944127498e-06,0.00035998731618747115,0.0023886682465672493,4.716736384580145e-06,5.705735475203255e-06,0.07081315666437149,0.4698752462863922,0.1825135499238968,0.22078274190425873,404,80800,80000,4.0124617,94.04666,93.99834,0.09600397370755673,-94.01596107482911,nan,nan,0.012128663109615445,0.055195376928895715,0.23944940522313118,0.5981286408007145,nan,nan,70580.69310563098,167.5259649766879,200.0,200.0,162.66572628000003,190.0691973
33,0.0006403857522540623,0.5121710253181961,0.0005275248130162557,0.026457868321736654,57.6347177028656,232.52564549446106,47.47723317146301,2381.208148956299,0,10.226846694946289,10.253206253051758,0.0005658560548909009,0.0023337472230196,5.323815457813907e-06,5.446376235340722e-06,0.0009200183558277786,0.0035725983325392008,1.2662162589549553e-05,1.2763459380948916e-05,0.00633532227948308,0.024601206183433533,0.0006004159804433584,0.0006052193348295987,10.226847648620605,10.252968788146973,0.00026027541025541723,0.0016551442677155137,2.350119757466018e-06,2.7395026336307637e-06,0.00047658689436502755,0.002915797056630254,8.189049367501866e-06,8.50187279866077e-06,0.10177978128194809,0.6226968765258789,0.37348422408103943,0.38775140047073364,454,90800,90000,3.9274049,96.18373,96.19427,0.0974826230481267,-96.21858947753907,nan,nan,0.014747504517436028,-0.30603481160476803,0.23923240266740323,0.7618613013625145,nan,nan,80151.15168825962,209.60408149042178,200.0,200.0,188.73615954000002,199.7956022
33,0.00064519939661026,0.5179763620808011,0.0005284405279159546,0.026499368267059325,64.519939661026,261.06008648872375,52.84405279159546,2649.9368267059326,0,10.249335289001465,10.241382598876953,0.0005789258284494281,0.002333747921511531,5.349077127903001e-06,5.446379873319529e-06,0.0009134968277066946,0.0035607479512691498,1.2579792382894084e-05,1.2678926395892631e-05,0.007336163427680731,0.02859586291015148,0.000811329809948802,0.0008177233394235373,10.249336242675781,10.241609573364258,0.00018637202447280288,0.0016542290104553103,1.5393474086522474e-06,2.7364737889001844e-06,0.00030884629813954234,0.0022760776337236166,4.084502506884746e-06,5.1805291150230914e-06,0.1899036467075348,1.3995164632797241,1.5442626476287842,1.9586464166641235,504,100800,100000,4.018572,98.31438,98.30451,0.09505276579409838,-98.36097415924073,nan,nan,0.010218797074630857,0.08544239756651223,0.23618863567709922,0.9639316353201867,nan,nan,89716.16368368894,178.83982287038984,200.0,200.0,191.35470582,196.8940796
